"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H4564","014","1876 Cost","1876 Cost","Yes","No","No","SCOTT AND WHITE HEALTH PLAN","Scott and White Health Plan SeniorCare","SeniorCare Sr Preferred - Value Rx (Cost)","Scott and White",4/1/1996 0:00:00
"H4564","015","1876 Cost","1876 Cost","Yes","No","No","SCOTT AND WHITE HEALTH PLAN","Scott and White Health Plan SeniorCare","SeniorCare Sr Select - Value Rx (Cost)","Scott and White",4/1/1996 0:00:00
"H4577","003",,,"No","No","No",,,,,
"H4577","012",,,"No","No","No",,,,,
"H4577","016",,,"No","No","No",,,,,
"H4577","020",,,"No","No","No",,,,,
"H4577","021",,,"No","No","No",,,,,
"H4577","022",,,"No","No","No",,,,,
"H4577","023",,,"No","No","No",,,,,
"H4577","026",,,"No","No","No",,,,,
"H4577","027",,,"No","No","No",,,,,
"H4577","029",,,"No","No","No",,,,,
"H4577","030",,,"No","No","No",,,,,
"H4577","031",,,"No","No","No",,,,,
"H4577","032",,,"No","No","No",,,,,
"H4577","033",,,"No","No","No",,,,,
"H4577","034",,,"No","No","No",,,,,
"H4577","035",,,"No","No","No",,,,,
"H4577","036",,,"No","No","No",,,,,
"H4577","037",,,"No","No","No",,,,,
"H4577","038",,,"No","No","No",,,,,
"H4577","039",,,"No","No","No",,,,,
"H4577","040",,,"No","No","No",,,,,
"H4577","041",,,"No","No","No",,,,,
"H4577","042",,,"No","No","No",,,,,
"H4577","043",,,"No","No","No",,,,,
"H4577","044",,,"No","No","No",,,,,
"H4577","045",,,"No","No","No",,,,,
"H4577","046",,,"No","No","No",,,,,
"H4577","047",,,"No","No","No",,,,,
"H4577","048",,,"No","No","No",,,,,
"H4577","049",,,"No","No","No",,,,,
"H4577","050",,,"No","No","No",,,,,
"H4577","802",,,"No","No","No",,,,,
"H4577","803",,,"No","No","No",,,,,
"H4577","804",,,"No","No","No",,,,,
"H4590","010","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","012","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","020","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan DH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","022","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan DH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","025","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","027","Local CCP","HMO/HMOPOS","No","No","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Essential (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","029","Local CCP","HMO/HMOPOS","No","No","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Essential (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","033","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan DH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","035","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan MH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","036","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan MH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","037","Local CCP","HMO/HMOPOS","Yes","Yes","No","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan MH (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","801","Local CCP","HMO/HMOPOS","No","No","Yes","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4590","805","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF TEXAS, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",11/1/1987 0:00:00
"H4604","003","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","005","Local CCP","HMO/HMOPOS","No","No","No","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus Essential (HMO-POS)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","006","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan DH (HMO)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","008","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","Evercare Plan MH-POS (HMO-POS)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4604","805","Local CCP","HMO/HMOPOS","No","No","Yes","UNITEDHEALTHCARE OF UTAH, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",1/1/2005 0:00:00
"H4605","001","Local CCP","Local PPO","No","No","No","REGENCE BLUECROSS BLUESHIELD OF UT","Regence BlueCross BlueShield of Utah","Regence MedAdvantage (PPO)","The Regence Group",7/1/2005 0:00:00
"H4605","002","Local CCP","Local PPO","Yes","No","No","REGENCE BLUECROSS BLUESHIELD OF UT","Regence BlueCross BlueShield of Utah","Regence MedAdvantage + Rx Classic (PPO)","The Regence Group",7/1/2005 0:00:00
"H4605","004","Local CCP","Local PPO","Yes","No","No","REGENCE BLUECROSS BLUESHIELD OF UT","Regence BlueCross BlueShield of Utah","Regence MedAdvantage + Rx Enhanced (PPO)","The Regence Group",7/1/2005 0:00:00
"H4606","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4606-001 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H4606","006","Local CCP","Local PPO","No","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4606-006 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H4606","801","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",8/1/2005 0:00:00
"H4606","802","Local CCP","Local PPO","No","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",8/1/2005 0:00:00
"H4606","803","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored Non-CY (PPO)","Humana Inc.",8/1/2005 0:00:00
"H4652",,"HCPP - 1833 Cost","HCPP - 1833 Cost","No","No","No","UNION PACIFIC RR EMPLOYES HEALTH SYS","Union Pacific Railroad Employes Health Systems",,"Union Pacific Railroad Employees Health Systems",12/1/1993 0:00:00
"H4720","801","PFFS","PFFS","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","SecureHorizons by UnitedHealthcare","MedicareDirect Retiree Plan (PFFS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H4720","803","PFFS","PFFS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","SecureHorizons by UnitedHealthcare","MedicareDirect Retiree Plan (PFFS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H4754","001","Local CCP","Local PPO","Yes","No","No","CLEAR ONE HEALTH PLANS, INC.","Clear One Health Plans","Explorer + Rx Plan (PPO)","Clear One Health Plans, Inc.",1/1/2010 0:00:00
"H4774","001","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana Insurance Company of New York","Humana Gold Choice H4774-001 (PFFS)","Humana Inc.",1/1/2010 0:00:00
"H4774","002","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana Insurance Company of New York","Humana Gold Choice H4774-002 (PFFS)","Humana Inc.",1/1/2010 0:00:00
"H4774","003","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana Insurance Company of New York","Humana Gold Choice H4774-003 (PFFS)","Humana Inc.",1/1/2010 0:00:00
"H4774","004","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana Insurance Company of New York","Humana Gold Choice H4774-004 (PFFS)","Humana Inc.",1/1/2010 0:00:00
"H4774","005","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana Insurance Company of New York","Humana Gold Choice H4774-005 (PFFS)","Humana Inc.",1/1/2010 0:00:00
"H4779","001","Demo","Continuing Care Retirement Community","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","Erickson Advantage","Erickson Advantage Signature with Drugs (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H4779","002","Demo","Continuing Care Retirement Community","No","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","Erickson Advantage","Erickson Advantage Signature without Drugs (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H4779","003","Demo","Continuing Care Retirement Community","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","Erickson Advantage","Erickson Advantage Champion (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H4781","001",,,"No","No","No",,,,,
"H4781","002",,,"No","No","No",,,,,
"H4781","801",,,"No","No","No",,,,,
"H4781","802",,,"No","No","No",,,,,
"H4836","801","PFFS","PFFS","Yes","No","Yes","MEDICAL MUTUAL OF OHIO","Advantage Plan from Medical Mutual of Ohio","Employer PFFS CY with PD (PFFS)","MEDICAL MUTUAL OF OHIO",1/1/2008 0:00:00
"H4836","802","PFFS","PFFS","No","No","Yes","MEDICAL MUTUAL OF OHIO","Advantage Plan from Medical Mutual of Ohio","Employer PFFS CY without PD (PFFS)","MEDICAL MUTUAL OF OHIO",1/1/2008 0:00:00
"H4836","803","PFFS","PFFS","Yes","No","Yes","MEDICAL MUTUAL OF OHIO","Advantage Plan from Medical Mutual of Ohio","Employer PFFS non-CY with PD (PFFS)","MEDICAL MUTUAL OF OHIO",1/1/2008 0:00:00
"H4837","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF WISCONSIN","UnitedHealthcare Personal Care Plus","UnitedHealthcare Personal Care Plus (HMO)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H4875","001","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","003","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","005","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","007","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","009","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","801","Local CCP","Local PPO","Yes","No","Yes","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice EG Non-Calendar Year (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4875","802","Local CCP","Local PPO","Yes","No","Yes","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Choice EG Calendar Year (PPO)","Spectrum Health System",1/1/2010 0:00:00
"H4906",,"HCPP - 1833 Cost","HCPP - 1833 Cost","No","No","No","C AND O EMPLOYEES' HOSPITAL ASSOCIATION","C and O Employees' Hospital Association",,"C & O Employees' Hospital Association",5/1/1999 0:00:00
"H4908","001","Local CCP","Local PPO","No","No","No","OPTIMA HEALTH INSURANCE COMPANY","Optima Medicare","Optima Medicare Preferred (PPO)","Sentara Healthcare",9/1/2005 0:00:00
"H4908","002","Local CCP","Local PPO","Yes","No","No","OPTIMA HEALTH INSURANCE COMPANY","Optima Medicare","Optima Medicare Preferred Plus (PPO)","Sentara Healthcare",9/1/2005 0:00:00
"H4908","005","Local CCP","Local PPO","No","No","No","OPTIMA HEALTH INSURANCE COMPANY","Optima Medicare","Optima Medicare Value (PPO)","Sentara Healthcare",9/1/2005 0:00:00
"H4908","006","Local CCP","Local PPO","Yes","No","No","OPTIMA HEALTH INSURANCE COMPANY","Optima Medicare","Optima Medicare Value Plus (PPO)","Sentara Healthcare",9/1/2005 0:00:00
"H4909","001","Local CCP","Local PPO","Yes","No","No","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Standard (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4909","004","Local CCP","Local PPO","Yes","No","No","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Premier (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4909","007","Local CCP","Local PPO","No","No","No","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Classic (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4909","804","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4909","805","Local CCP","Local PPO","No","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4909","806","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",7/1/2005 0:00:00
"H4910","004","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Standard Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H4910","005","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Premier Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H4910","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H4910","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H4911","002",,,"No","No","No",,,,,
"H4911","003",,,"No","No","No",,,,,
"H4911","801",,,"No","No","No",,,,,
"H4911","802",,,"No","No","No",,,,,
"H4911","804",,,"No","No","No",,,,,
"H4917","001","PFFS","PFFS","Yes","No","No","GUARDIAN HEALTHCARE,INC.","Guardian Healthcare, Inc.","Guardian Tribute (PFFS)","Guardian Healthcare, Inc.",1/1/2009 0:00:00
"H4917","002","PFFS","PFFS","Yes","No","No","GUARDIAN HEALTHCARE,INC.","Guardian Healthcare, Inc.","Guardian Tribute Enhanced (PFFS)","Guardian Healthcare, Inc.",1/1/2009 0:00:00
"H4917","003","PFFS","PFFS","No","No","No","GUARDIAN HEALTHCARE,INC.","Guardian Healthcare, Inc.","Guardian Tribute Pride Plan (PFFS)","Guardian Healthcare, Inc.",1/1/2009 0:00:00
"H4956","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4956-001 (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","002","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4956-002 (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","003","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4956-003 (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","004","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H4956-004 (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","801","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","802","Local CCP","Local PPO","No","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4956","803","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored Non-CY (PPO)","Humana Inc.",1/1/2009 0:00:00
"H4971","001","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","SecureHorizons MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H4971","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H4971","802","Local CCP","HMO/HMOPOS","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H4971","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H4979","001","PFFS","PFFS","No","No","No","BLUECROSS BLUESHIELD OF TENNESSEE","BlueCross BlueShield of Tennessee","BlueAdvantage Basic (PFFS)","BlueCross BlueShield of Tennessee",1/1/2009 0:00:00
"H4979","003","PFFS","PFFS","No","No","No","BLUECROSS BLUESHIELD OF TENNESSEE","BlueCross BlueShield of Tennessee","BlueAdvantage Classic (PFFS)","BlueCross BlueShield of Tennessee",1/1/2009 0:00:00
"H4979","801","PFFS","PFFS","No","No","Yes","BLUECROSS BLUESHIELD OF TENNESSEE","BlueCross BlueShield of Tennessee","BlueAdvantage (PFFS)","BlueCross BlueShield of Tennessee",1/1/2009 0:00:00
"H5005","001","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","010","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","011","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","018","Local CCP","HMO/HMOPOS","No","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Essential (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","019","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plan 3 (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","024","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","801","Local CCP","HMO/HMOPOS","No","No","Yes","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5005","805","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF WASHINGTON, INC.","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO)","UnitedHealth Group, Inc.",3/1/1987 0:00:00
"H5006","014","PFFS","PFFS","No","No","No","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Option I (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5006","016","PFFS","PFFS","Yes","No","No","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Option IV (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5006","017","PFFS","PFFS","Yes","No","No","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Option II (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5006","018","PFFS","PFFS","No","No","No","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Basic Plus (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5006","801","PFFS","PFFS","No","No","Yes","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Retiree Options (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5006","803","PFFS","PFFS","Yes","No","Yes","STERLING LIFE INSURANCE COMPANY","Sterling Life Insurance Company","Sterling Retiree Options Plus (PFFS)","Munich American Holding Corporation",7/1/2000 0:00:00
"H5007","001","National PACE","National PACE","Yes","No","No","PROVIDENCE HEALTH SYSTEM","Providence Health System","Providence ElderPlace - Seattle (PACE)","Providence Health System",11/1/2002 0:00:00
"H5007","002","National PACE","National PACE","Yes","No","No","PROVIDENCE HEALTH SYSTEM","Providence Health System","Providence ElderPlace - Seattle (PACE)","Providence Health System",11/1/2002 0:00:00
"H5008","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","Evercare« by UnitedHealthcare","Evercare Plan IH (HMO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H5008","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","Evercare« by UnitedHealthcare","Evercare Plan DH (HMO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H5008","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","Evercare« by UnitedHealthcare","Evercare Plan MH (HMO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H5008","006","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","Evercare« by UnitedHealthcare","Evercare Plan MH (HMO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H5009","001","Local CCP","Local PPO","No","No","No","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage (PPO)","The Regence Group",7/1/2005 0:00:00
"H5009","002","Local CCP","Local PPO","Yes","No","No","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage + Rx Classic (PPO)","The Regence Group",7/1/2005 0:00:00
"H5009","004","Local CCP","Local PPO","Yes","No","No","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage + Rx Enhanced (PPO)","The Regence Group",7/1/2005 0:00:00
"H5010","001","Local CCP","Local PPO","No","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage (PPO)","The Regence Group",7/1/2005 0:00:00
"H5010","002","Local CCP","Local PPO","Yes","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage + Rx Classic (PPO)","The Regence Group",7/1/2005 0:00:00
"H5010","004","Local CCP","Local PPO","Yes","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage + Rx Enhanced (PPO)","The Regence Group",7/1/2005 0:00:00
"H5031","001",,,"No","No","No",,,,,
"H5037","001","National PACE","National PACE","Yes","No","No","MOUNTAIN EMPIRE OLDER CITIZENS, INCX.","Mountain Empire PACE","Mountain Empire PACE - Dual (PACE)","Mountain Empire Older Citizens, Inc",3/1/2008 0:00:00
"H5037","002","National PACE","National PACE","Yes","No","No","MOUNTAIN EMPIRE OLDER CITIZENS, INCX.","Mountain Empire PACE","Mountain Empire PACE  - Medicare only (PACE)","Mountain Empire Older Citizens, Inc",3/1/2008 0:00:00
"H5041","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5041-001 (PPO)","Humana Inc.",1/1/2009 0:00:00
"H5041","002","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5041-002 (PPO)","Humana Inc.",1/1/2009 0:00:00
