"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H6951","001","Local CCP","Local PPO","No","No","No","TRILLIUM COMMUNITY HEALTH PLAN","Trillium Advantage","Trillium Advantage Pioneer (PPO)","Agate Resources,  Inc.",01/01/2014 0:00:00
"H6951","002","Local CCP","Local PPO","Yes","No","No","TRILLIUM COMMUNITY HEALTH PLAN","Trillium Advantage","Trillium Advantage Pioneer Rx (PPO)","Agate Resources,  Inc.",01/01/2014 0:00:00
"H6951","003","Local CCP","Local PPO","Yes","No","No","TRILLIUM COMMUNITY HEALTH PLAN","Trillium Advantage","Trillium Advantage Voyager Rx (PPO)","Agate Resources,  Inc.",01/01/2014 0:00:00
"H6952","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE COMMUNITY PLAN, INC","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2008 0:00:00
"H6972","001","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (HMO)","CIGNA",01/01/2013 0:00:00
"H6974","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","ALPHACARE OF NEW YORK, INC.","Alphacare of New York, Inc.","AlphaCare Signature (Medicare-Medicaid Plan)","Magellan Health Services, Inc.",
"H6988","001","Local CCP","HMO/HMOPOS","Yes","No","No","CENTERS PLAN FOR HEALTHY LIVING, LLC","Centers Plan for Healthy Living","Advantage Care (HMO)","Centers Plan for Healthy Living, LLC",01/01/2014 0:00:00
"H7002","002","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H7002-002 (PPO)","Humana Inc.",01/01/2009 0:00:00
"H7003","001","National PACE","National PACE","Yes","No","No","PACE NEBRASKA","Immanuel Pathways","Immanuel Pathways (PACE)","Immanuel",03/01/2013 0:00:00
"H7003","002","National PACE","National PACE","Yes","No","No","PACE NEBRASKA","Immanuel Pathways","Immanuel Pathways (PACE)","Immanuel",03/01/2013 0:00:00
"H7006","001","Local CCP","Local PPO","Yes","No","No","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Gold Rx (Willamette) (PPO)","ATRIO Health Plans",01/01/2010 0:00:00
"H7006","003","Local CCP","Local PPO","Yes","No","No","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Silver Rx (Willamette) (PPO)","ATRIO Health Plans",01/01/2010 0:00:00
"H7006","004","Local CCP","Local PPO","No","No","No","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Silver (Willamette) (PPO)","ATRIO Health Plans",01/01/2010 0:00:00
"H7006","005","Local CCP","Local PPO","Yes","No","No","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Bronze Rx (Willamette) (PPO)","ATRIO Health Plans",01/01/2010 0:00:00
"H7006","006","Local CCP","Local PPO","No","No","No","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Bronze (Willamette) (PPO)","ATRIO Health Plans",01/01/2010 0:00:00
"H7015","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.","Healthfirst NJ Medicare Plan","Healthfirst NJ Maximum Plan (HMO SNP)","HF Management Services, LLC",01/01/2008 0:00:00
"H7020","001","Local CCP","HMO/HMOPOS","Yes","No","No","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Preferred (HMO)","CIGNA",01/01/2014 0:00:00
"H7020","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA",01/01/2014 0:00:00
"H7020","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Premier Rx CY (HMO-POS)","CIGNA",01/01/2014 0:00:00
"H7020","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Preferred Rx FY (HMO)","CIGNA",01/01/2014 0:00:00
"H7020","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Premier Rx FY (HMO-POS)","CIGNA",01/01/2014 0:00:00
"H7020","805","Local CCP","HMO/HMOPOS","No","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Preferred FY (HMO)","CIGNA",01/01/2014 0:00:00
"H7020","806","Local CCP","HMO/HMOPOS","No","No","Yes","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Cigna-Healthspring","Cigna-HealthSpring Premier FY (HMO-POS)","CIGNA",01/01/2014 0:00:00
"H7086","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","COMMUNITY HEALTH GROUP","Community Health Group","CommuniCare Advantage (HMO SNP)","Community Health Group",01/01/2008 0:00:00
"H7149","001","Local CCP","HMO/HMOPOS","Yes","No","No","COVENTRY HEALTH CARE OF NEBRASKA, INC.","Coventry Health Care","Coventry Advantra Silver (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7149","004","Local CCP","HMO/HMOPOS","Yes","No","No","COVENTRY HEALTH CARE OF NEBRASKA, INC.","Coventry Health Care","Coventry Total Care (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7149","801","Local CCP","HMO/HMOPOS","No","No","Yes","COVENTRY HEALTH CARE OF NEBRASKA, INC.","Coventry Health Care","Coventry Advantra Silver EmpGrp/NoRx/Cyear (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7149","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","COVENTRY HEALTH CARE OF NEBRASKA, INC.","Coventry Health Care","Coventry Advantra Silver EmpGrp/Rx/Cyear (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7149","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","COVENTRY HEALTH CARE OF NEBRASKA, INC.","Coventry Health Care","Coventry Advantra Silver EmpGrp/Rx/NonCyear (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7172","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","AETNA BETTER HEALTH, INC. (OH)","Aetna Better Health of Ohio, MyCare Ohio","Aetna Better Health of Ohio, MyCare Ohio (Medicare-Medicaid Plan)","Aetna Inc.",05/01/2014 0:00:00
"H7173","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","PEACH STATE HEALTH PLAN, INC.","Peach State Health Plan","Advantage by Peach State Health Plan (HMO SNP)","Centene Corporation",01/01/2011 0:00:00
"H7187","003","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",01/01/2007 0:00:00
"H7187","009","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",01/01/2007 0:00:00
"H7187","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO-POS)","UnitedHealth Group, Inc.",01/01/2007 0:00:00
"H7188","003","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H7188-003 (PPO)","Humana Inc.",01/01/2008 0:00:00
"H7188","006","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H7188-006 (PPO)","Humana Inc.",01/01/2008 0:00:00
"H7195","001","National PACE","National PACE","Yes","No","No","NORTHLAND PACE PROGRAM","Northland PACE Senior Care Services","Northland PACE - Dual (PACE)","Northland Healthcare Alliance",08/01/2008 0:00:00
"H7195","002","National PACE","National PACE","Yes","No","No","NORTHLAND PACE PROGRAM","Northland PACE Senior Care Services","Northland PACE - Medicare Only (PACE)","Northland Healthcare Alliance",08/01/2008 0:00:00
"H7200","006","Local CCP","HMO/HMOPOS","Yes","Yes","No","AMERIGROUP TENNESSEE, INC.","Amerigroup","Amerivantage Specialty + Rx (HMO SNP)","WellPoint, Inc.",01/01/2008 0:00:00
"H7200","007","Local CCP","HMO/HMOPOS","Yes","No","No","AMERIGROUP TENNESSEE, INC.","Amerigroup","Amerivantage Classic+ Rx (HMO)","WellPoint, Inc.",01/01/2008 0:00:00
"H7220","002","Local CCP","HMO/HMOPOS","No","No","No","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","IU Health Plans Medicare Select (HMO)","Indiana University Health",01/01/2009 0:00:00
"H7220","003","Local CCP","HMO/HMOPOS","Yes","No","No","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","IU Health Plans Medicare Select Plus (HMO)","Indiana University Health",01/01/2009 0:00:00
"H7220","004","Local CCP","HMO/HMOPOS","Yes","No","No","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","IU Health Plans Medicare Choice (HMO-POS)","Indiana University Health",01/01/2009 0:00:00
"H7220","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","Premiere Plus EGWP CY (HMO-POS)","Indiana University Health",01/01/2009 0:00:00
"H7220","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","Premiere Plus EGWP NCY (HMO-POS)","Indiana University Health",01/01/2009 0:00:00
"H7220","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","Premiere EGWP CY (HMO)","Indiana University Health",01/01/2009 0:00:00
"H7220","805","Local CCP","HMO/HMOPOS","Yes","No","Yes","INDIANA UNIVERSITY HEALTH PLANS, INC.","Indiana University Health Plans - Medicare","Premiere EGWP NCY (HMO)","Indiana University Health",01/01/2009 0:00:00
"H7245","001","Local CCP","HMO/HMOPOS","Yes","No","No","PREMERA BLUE CROSS","Premera Blue Cross Medicare Advantage","Premera Blue Cross Medicare Advantage (HMO)","Premera",01/01/2014 0:00:00
"H7245","002","Local CCP","HMO/HMOPOS","Yes","No","No","PREMERA BLUE CROSS","Premera Blue Cross Medicare Advantage","Premera Blue Cross Medicare Advantage (HMO-POS)","Premera",01/01/2014 0:00:00
"H7245","003","Local CCP","HMO/HMOPOS","Yes","No","No","PREMERA BLUE CROSS","Premera Blue Cross Medicare Advantage","Premera Blue Cross Medicare Advantage Plus (HMO)","Premera",01/01/2014 0:00:00
"H7245","004","Local CCP","HMO/HMOPOS","Yes","No","No","PREMERA BLUE CROSS","Premera Blue Cross Medicare Advantage","Premera Blue Cross Medicare Advantage Plus (HMO-POS)","Premera",01/01/2014 0:00:00
"H7292","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA)","Alameda Alliance for Health","Alliance CompleteCare (HMO SNP)","Alameda Alliance for Health",01/01/2008 0:00:00
"H7301","002","Local CCP","Local PPO","Yes","No","No","COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.","Advantra (PPO)","Aetna Inc.",01/01/2008 0:00:00
"H7301","801","Local CCP","Local PPO","Yes","No","Yes","COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.","Advantra MA Integrated Calendar (PPO)","Aetna Inc.",01/01/2008 0:00:00
"H7301","802","Local CCP","Local PPO","Yes","No","Yes","COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.","Advantra MA Integrated Non-Calendar (PPO)","Aetna Inc.",01/01/2008 0:00:00
"H7301","803","Local CCP","Local PPO","No","No","Yes","COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.","Advantra MA Only (PPO)","Aetna Inc.",01/01/2008 0:00:00
"H7306","001","Local CCP","Local PPO","Yes","No","No","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","Coventry Health Care","Advantra (PPO)","Aetna Inc.",01/01/2009 0:00:00
"H7306","801","Local CCP","Local PPO","No","No","Yes","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","Coventry Health Care","Advantra (PPO)","Aetna Inc.",01/01/2009 0:00:00
"H7306","803","Local CCP","Local PPO","Yes","No","Yes","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","Coventry Health Care","Advantra (PPO)","Aetna Inc.",01/01/2009 0:00:00
"H7306","804","Local CCP","Local PPO","Yes","No","Yes","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","Coventry Health Care","Advantra (PPO)","Aetna Inc.",01/01/2009 0:00:00
"H7419","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","NETWORK HEALTH, LLC","Network Health Unify","Network Health Unify (Medicare-Medicaid Plan)","Tufts Associated HMO, Inc.",10/01/2013 0:00:00
"H7475","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Partnership (HMO SNP)","Care Wisconsin First, Inc.",01/01/2008 0:00:00
"H7501","001","National PACE","National PACE","Yes","No","No","ORANGE COUNTY HEALTH AUTHORITY","CalOptima PACE","CalOptima PACE (PACE)","Orange County Health Authority",09/01/2013 0:00:00
"H7501","002","National PACE","National PACE","Yes","No","No","ORANGE COUNTY HEALTH AUTHORITY","CalOptima PACE","CalOptima PACE (PACE)","Orange County Health Authority",09/01/2013 0:00:00
"H7529","001","National PACE","National PACE","Yes","No","No","PENNSYLVANIA PACE, INC.","Dauphin county PACE","Senior LIFE Harrisburg Dual Eligible (PACE)","Pennsylvania PACE, Inc.",
"H7529","002","National PACE","National PACE","Yes","No","No","PENNSYLVANIA PACE, INC.","Dauphin county PACE","Senior LIFE Harrisburg MC Only (PACE)","Pennsylvania PACE, Inc.",
"H7542","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","ADVICARE, CORP.","Advicare","Advicare, Corp. (Medicare-Medicaid Plan)","Spartanburg Regional Health Services District, Inc",
"H7660","001","National PACE","National PACE","Yes","No","No","VIECARE BEAVER LLC DBA LIFE BEAVER COUNTY","LIFE Beaver and Lawrence Counties","LIFE Beaver-Dual (PACE)","Lutheran SeniorLife",11/01/2008 0:00:00
"H7660","002","National PACE","National PACE","Yes","No","No","VIECARE BEAVER LLC DBA LIFE BEAVER COUNTY","LIFE Beaver and Lawrence Counties","LIFE Beaver-Medicare only (PACE)","Lutheran SeniorLife",11/01/2008 0:00:00
"H7678","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,",01/01/2008 0:00:00
"H7728","001","Local CCP","Local PPO","Yes","No","No","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Premier (PPO)","WellPoint, Inc.",01/01/2013 0:00:00
"H7728","801","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2013 0:00:00
"H7728","802","Local CCP","Local PPO","No","No","Yes","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2013 0:00:00
"H7728","803","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2013 0:00:00
"H7787","001","Local CCP","Local PPO","Yes","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (PPO)","CIGNA",01/01/2009 0:00:00
"H7787","002","Local CCP","Local PPO","No","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Advantage (PPO)","CIGNA",01/01/2009 0:00:00
"H7811","001","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (HMO)","CIGNA",01/01/2013 0:00:00
"H7811","002","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (HMO)","CIGNA",01/01/2013 0:00:00
"H7844","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","MOLINA HEALTHCARE OF MICHIGAN, INC.","Molina Healthcare of Michigan","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,",
"H7855","001","National PACE","National PACE","Yes","No","No","LOS ANGELES JEWISH HOME FOR THE AGING","Brandman Centers for Senior Care","Brandman Centers for Senior Care-Dual (PACE)","Los Angeles Jewish Home for the Aging",02/01/2013 0:00:00
"H7855","002","National PACE","National PACE","Yes","No","No","LOS ANGELES JEWISH HOME FOR THE AGING","Brandman Centers for Senior Care","Brandman Centers for Senior Care-Medicare Only (PACE)","Los Angeles Jewish Home for the Aging",02/01/2013 0:00:00
"H7885","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","SAN MATEO HEALTH COMMISSION","Health Plan of San Mateo","HPSM CareAdvantage (Medicare-Medicaid Plan)","Health Plan of San Mateo",04/01/2014 0:00:00
"H7890","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","SANTA CLARA COUNTY HEALTH AUTHORITY","Santa Clara Family Health Plan Cal MediConnect","Santa Clara Family Health Plan (Medicare-Medicaid Plan)","SANTA CLARA COUNTY HEALTH AUTHORITY",12/01/2014 0:00:00
"H7908","001","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Select Plan (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7908","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7908","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",01/01/2008 0:00:00
"H7917","008","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Diamond (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","009","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Diamond (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","010","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Diamond (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","011","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Diamond (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","012","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Ruby (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","013","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Ruby (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","014","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Ruby (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","015","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Ruby (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","030","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Sapphire (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","031","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Sapphire (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","032","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Garnet (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","033","Local CCP","Local PPO","Yes","No","No","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Garnet (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","801","Local CCP","Local PPO","Yes","No","Yes","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Plus (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","802","Local CCP","Local PPO","Yes","No","Yes","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage Plus (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7917","803","Local CCP","Local PPO","No","No","Yes","BLUECROSS BLUESHIELD OF TENNESSEE, INC.","BlueCross BlueShield of Tennessee","BlueAdvantage (PPO)","BlueCross BlueShield of Tennessee",01/01/2008 0:00:00
"H7949","001","Local CCP","HMO/HMOPOS","Yes","No","No","PACIFICARE OF NEVADA, INC.","SecureHorizons by UnitedHealthcare","UnitedHealthcare MedicareComplete (HMO)","UnitedHealth Group, Inc.",05/01/2008 0:00:00
"H7949","801","Local CCP","HMO/HMOPOS","No","No","Yes","PACIFICARE OF NEVADA, INC.","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",05/01/2008 0:00:00
"H7949","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF NEVADA, INC.","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",05/01/2008 0:00:00
"H7949","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","PACIFICARE OF NEVADA, INC.","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",05/01/2008 0:00:00
"H7971","001","Local CCP","Local PPO","Yes","No","No","HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey","Horizon Medicare Blue (PPO)","Horizon Healthcare Services, Inc.",01/01/2013 0:00:00
"H7971","801","Local CCP","Local PPO","No","No","Yes","HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey","Horizon Medicare Blue Group (PPO)","Horizon Healthcare Services, Inc.",01/01/2013 0:00:00
"H7971","802","Local CCP","Local PPO","Yes","No","Yes","HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey","Horizon Medicare Blue Group w/rx (PPO)","Horizon Healthcare Services, Inc.",01/01/2013 0:00:00
"H8016","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","ORANGE COUNTY HEALTH AUTHORITY","CalOptima","CalOptima (Medicare-Medicaid Plan)","Orange County Health Authority",04/01/2014 0:00:00
"H8026","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","COVENTRYCARES OF MICHIGAN, INC.","CoventryCares of Michigan","CoventryCares of Michigan, Inc. (Medicare-Medicaid Plan)","Aetna Inc.",
"H8029","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","ELDERPLAN, INC.","Elderplan, Inc.","Elderplan FIDA - Total Care (Medicare-Medicaid Plan)","Elderplan, Inc.",
"H8046","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","MOLINA HEALTHCARE OF ILLINOIS, INC.","Molina Healthcare of Illinois","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,",02/01/2014 0:00:00
"H8056","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","AETNA BETTER HEALTH, INC. (NY)","Aetna Better Health FIDA Plan","Aetna Better Health of New York (Medicare-Medicaid Plan)","Aetna Inc.",
"H8064","002","Local CCP","Local PPO","Yes","No","No","FIRSTCAROLINACARE INSURANCE COMPANY","FirstCarolinaCare Insurance Company","FirstMedicare Direct PPO Plus (PPO)","FirstHealth of the Carolinas, Inc.",01/01/2013 0:00:00
"H8066","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","REGENCE BLUESHIELD","Regence Blue Shield","Regence BlueShield (Medicare-Medicaid Plan)","Cambia Health Solutions, Inc.",
"H8091","002","Local CCP","Local PPO","Yes","No","No","USABLE MUTUAL INSURANCE COMPANY","ARKANSAS BLUE CROSS AND BLUE SHIELD","Medi-Pak Advantage Elite (PPO)","USAble Mutual Insurance Company",01/01/2011 0:00:00
"H8091","004","Local CCP","Local PPO","Yes","No","No","USABLE MUTUAL INSURANCE COMPANY","ARKANSAS BLUE CROSS AND BLUE SHIELD","Medi-Pak Advantage Essential (PPO)","USAble Mutual Insurance Company",01/01/2011 0:00:00
"H8096","001","National PACE","National PACE","Yes","No","No","CENTRA HEALTH, INC.","Centra PACE","Centra PACE - Dual (PACE)","Centra Health, Inc.",02/01/2009 0:00:00
"H8096","002","National PACE","National PACE","Yes","No","No","CENTRA HEALTH, INC.","Centra PACE","Centra PACE - Medicare only (PACE)","Centra Health, Inc.",02/01/2009 0:00:00
"H8130","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","MOLINA HEALTHCARE OF FLORIDA, INC.","Molina Healthcare of Florida","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,",01/01/2010 0:00:00
"H8145","001","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H8145-001 (PFFS)","Humana Inc.",01/01/2011 0:00:00
"H8145","003","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H8145-003 (PFFS)","Humana Inc.",01/01/2011 0:00:00
